title,authors,categories,published_year,average_rating,num_pages,ratings_count
"Chekhov, the Major Plays",Anton Pavlovich Chekhov,Drama,2006.0,4.18,406.0,94.0
Four Plays,Aristophanes,Drama,1984.0,4.06,624.0,5986.0
Song of Solomon,Toni Morrison,Fiction,1987.0,4.04,337.0,1647.0
"Because it is Bitter, and Because it is My Heart",Joyce Carol Oates,Fiction,1991.0,3.89,416.0,2631.0
Zombie,Joyce Carol Oates,Fiction,1996.0,3.34,181.0,5722.0
Man Crazy,Joyce Carol Oates,Fiction,1998.0,3.39,282.0,118.0
City of God,E. L. Doctorow,Fiction,2001.0,3.41,272.0,2315.0
The Bluest Eye,Toni Morrison,Fiction,1994.0,4.0,216.0,3262.0
We Were the Mulvaneys,Joyce Carol Oates,Fiction,1996.0,3.72,454.0,83736.0
Stolen,Kelley Armstrong,Fiction,2004.0,4.15,468.0,36843.0
Bitten,Kelley Armstrong,Fiction,2004.0,4.05,436.0,77935.0
The Bluest Eye,Toni Morrison,Fiction,2005.0,4.01,216.0,121960.0
The Bachman Books,Stephen King,Fiction,1977.0,4.11,692.0,1064.0
Bartleby and Benito Cereno,Herman Melville,Fiction,1990.0,3.8,112.0,2107.0
"Young Goodman Brown, and Other Short Stories",Nathaniel Hawthorne,Fiction,1992.0,3.86,111.0,8914.0
The Canterville Ghost and Other Stories,Oscar Wilde,Fiction,2001.0,3.93,120.0,1653.0
The House of Mirth,Edith Wharton,Fiction,2002.0,3.95,272.0,743.0
Oliver Twist,Charles Dickens,Fiction,2002.0,3.86,368.0,2062.0
The Trojan Women and Hippolytus,Euripides,Drama,2002.0,3.56,64.0,31.0
Babbitt,Sinclair Lewis,Fiction,2003.0,3.66,320.0,238.0
Aphrodite's Passion,Julie Kenner,Fiction,2002.0,3.62,352.0,524.0
Love Bites,Lynsay Sands,Fiction,2003.0,4.12,373.0,18316.0
The Valentine Legacy,Catherine Coulter,Fiction,1996.0,3.88,406.0,2104.0
The Maze,Catherine Coulter,Fiction,1998.0,4.11,339.0,12339.0
Flying Finish,Dick Francis,Fiction,1999.0,3.93,276.0,2494.0
Heart of the Sea,Nora Roberts,Fiction,2000.0,4.15,369.0,23839.0
Laurell K. Hamilton Set,Laurell K. Hamilton,Fiction,2003.0,4.51,1256.0,3276.0
"Incubus Dreams: An Anita Blake, Vampire Hunter Novel",Laurell K. Hamilton,Fiction,2005.0,3.79,722.0,41105.0
Spellbound,Nora Roberts,Fiction,2005.0,3.8,96.0,6695.0
Morrigan's Cross,Nora Roberts,Fiction,2006.0,4.14,321.0,45372.0
Dance of the Gods,Nora Roberts,Fiction,2006.0,4.14,321.0,24552.0
Valley of Silence,Nora Roberts,Fiction,2006.0,4.22,318.0,1344.0
Three Complete Novels,Sandra Brown,Fiction,1992.0,4.21,784.0,340.0
Three Complete Novels,Michael Crichton,Fiction,1993.0,4.06,688.0,991.0
Four Novels,Charles Dickens,Fiction,1993.0,4.29,848.0,31.0
A New Collection of Three Complete Novels,Michael Crichton,Fiction,1994.0,3.99,720.0,943.0
John Irving,John Irving,Fiction,1995.0,3.82,718.0,296.0
The Complete Novels,Jane Austen,Fiction,1981.0,4.55,1103.0,298.0
The Ultimate Hitchhiker's Guide,Douglas Adams,Fiction,1996.0,4.38,815.0,2801.0
The Complete Adventures and Memoirs of Sherlock Holmes,Arthur Conan Doyle,Fiction,2001.0,4.33,334.0,2135.0
Three Terrifying Bestselling Novels,John Saul,Fiction,1996.0,4.5,678.0,321.0
The Secret Garden,Frances Hodgson Burnett,Juvenile Fiction,1998.0,4.13,331.0,725384.0
Three Complete Novels,Colleen McCullough,Fiction,1999.0,3.67,768.0,40.0
Three complete novels,Stephen King,Fiction,2002.0,4.53,1096.0,12320.0
The Portable James Joyce,James Joyce,Fiction,1947.0,4.16,762.0,18.0
浅草紅団,Yasunari Kawabata,Fiction,2005.0,3.35,181.0,349.0
Who Needs Greek?,Simon Goldhill,History,2002.0,3.4,334.0,10.0
Fitzgerald: All The Sad Young Men,F. Scott Fitzgerald,Fiction,2007.0,3.95,504.0,336.0
A Midsummer Night's Dream,William Shakespeare,Drama,2003.0,3.94,168.0,128.0
Aeschylus: The Oresteia,Simon Goldhill,Drama,2004.0,4.03,95.0,28.0
Boltzmon!,William Sleator,Juvenile Fiction,1999.0,3.65,160.0,84.0
Three Complete Novels,Lloyd Alexander,Juvenile Fiction,2001.0,4.24,752.0,88.0
The Woods,Harlan Coben,Fiction,2007.0,4.04,404.0,52366.0
Past Mortem,Ben Elton,Fiction,2005.0,3.74,464.0,4218.0
The Hotel New Hampshire,John Irving,Fiction,1986.0,3.9,520.0,49863.0
Dead Famous,Ben Elton,Fiction,2002.0,3.64,382.0,8415.0
High Society,Ben Elton,Fiction,2003.0,3.77,380.0,5981.0
Encyclopedia Brown and the Case of the Treasure Hunt,Donald J. Sobol,Juvenile Fiction,1989.0,4.03,96.0,616.0
All Fall Down,John Saul,Fiction,1991.0,3.92,329.0,561.0
The Complete Short Stories of Mark Twain,Mark Twain,Fiction,2005.0,4.28,848.0,5618.0
The Brothers Karamazov,Fyodor Dostoyevsky,Fiction,1970.0,4.32,1072.0,972.0
The Complete Plays of Aristophanes,Aristophanes,Drama,1981.0,4.21,577.0,1954.0
Journey To The Center Of The Earth,Jules Verne,Fiction,2006.0,3.85,240.0,101764.0
Fire Watch,Connie Willis,Fiction,1998.0,3.87,288.0,3402.0
Forging the Darksword,Margaret Weis;Tracy Hickman,Fiction,1988.0,3.67,391.0,8293.0
The Road to Gandolfo,Robert Ludlum,Fiction,1992.0,3.64,320.0,5142.0
Doom of the Darksword,Margaret Weis,Fiction,1988.0,3.66,383.0,6078.0
The Delta Star,Joseph Wambaugh,Fiction,1984.0,3.64,291.0,580.0
The House of the Spirits,Isabel Allende,Fiction,1986.0,4.22,433.0,3598.0
Triumph of the Darksword,Margaret Weis;Tracy Hickman,Fiction,1988.0,3.57,350.0,4720.0
Starting Over,Francine Pascal,Juvenile Fiction,1987.0,3.37,153.0,3.0
Forbidden Love,Kate William;Francine Pascal,Juvenile Fiction,1987.0,3.33,138.0,5.0
The New Jessica,Francine Pascal,Juvenile Fiction,1986.0,3.45,136.0,1032.0
Narcissus and Goldmund,Hermann Hesse,Fiction,1971.0,4.2,320.0,1107.0
Dear Sister,Kate William;Francine Pascal,Juvenile Fiction,1984.0,3.53,160.0,2018.0
Alone in the Crowd,Francine Pascal,Juvenile Fiction,1986.0,3.45,136.0,675.0
Creature,John Saul,Fiction,1990.0,3.84,416.0,9846.0
Dragon Wing,Margaret Weis;Tracy Hickman,Fiction,1990.0,3.95,430.0,22899.0
Texas! Lucky,Sandra Brown,Fiction,1991.0,3.86,336.0,6808.0
22 Indigo Place,Sandra Brown,Fiction,1991.0,3.63,200.0,2458.0
The Wakefields of Sweet Valley,Kate William;Francine Pascal,Juvenile Fiction,1991.0,3.91,346.0,1404.0
Pebble in the Sky,Isaac Asimov,Fiction,1991.0,3.88,308.0,13363.0
Texas! Sage,Sandra Brown,Fiction,1992.0,4.02,352.0,5949.0
Fire Sea,Margaret Weis;Tracy Hickman,Fiction,1992.0,4.06,414.0,15900.0
Forbidden Knowledge,Stephen R. Donaldson,Fiction,1992.0,3.99,480.0,4888.0
A Whole New Light,Sandra Brown,Fiction,1992.0,3.55,227.0,2817.0
The Robots of Dawn,Isaac Asimov,Fiction,1994.0,4.15,435.0,29837.0
Girls in Pants,Ann Brashares,Juvenile Fiction,2005.0,3.82,338.0,59536.0
The Fairy Tales of Hermann Hesse,Hermann Hesse,Fiction,1995.0,3.99,266.0,3182.0
Fierce Invalids Home from Hot Climates,Tom Robbins,Fiction,2000.0,4.03,445.0,24266.0
Snow Crash,Neal Stephenson,Fiction,2000.0,4.03,438.0,187493.0
The Diamond Age,Neal Stephenson,Fiction,2000.0,4.19,499.0,68751.0
Stories,Anton Pavlovich Chekhov,Fiction,2000.0,4.35,467.0,26267.0
Tides of War,Steven Pressfield,Fiction,2001.0,3.89,448.0,3285.0
A Clash of Kings,George R. R. Martin,Fiction,2002.0,4.41,969.0,599010.0
Last of the Amazons,Steven Pressfield,Fiction,2003.0,3.75,400.0,2083.0
A Wizard of Earthsea,Ursula K. Le Guin,Fiction,2004.0,4.0,183.0,182174.0
Gates Of Fire,Steven Pressfield,Fiction,2005.0,4.41,392.0,20649.0
Death of a Snob,M. C. Beaton,Fiction,1996.0,3.78,192.0,17.0
Encyclopedia Brown and the Case of the Sleeping Dog,Donald J. Sobol,Juvenile Fiction,1999.0,4.04,80.0,497.0
Encyclopedia Brown and the Case of the Slippery Salamander,Donald J. Sobol,Juvenile Fiction,2000.0,4.09,96.0,389.0
Control Freak,Francine Pascal,Juvenile Fiction,2001.0,3.36,192.0,124.0
Sweet 18,Francine Pascal,Juvenile Fiction,2003.0,3.51,179.0,117.0
The Time Travelers,Caroline B. Cooney,Juvenile Fiction,2006.0,3.94,420.0,293.0
Shadows,John Saul,Fiction,1993.0,3.92,393.0,10458.0
The Road to Yesterday,Lucy Maud Montgomery,Juvenile Fiction,1993.0,3.81,403.0,2958.0
Nightmare Asylum,Steve Perry,Fiction,1993.0,3.67,277.0,1065.0
A Dark and Hungry God Arises,Stephen R. Donaldson,Fiction,1993.0,4.08,518.0,5356.0
The Hollow Man,Dan Simmons,Fiction,1993.0,3.44,342.0,2462.0
The Hand of Chaos,Margaret Weis,Fiction,1993.0,4.06,446.0,15964.0
Magician,Raymond E. Feist,Fiction,1993.0,4.26,499.0,57779.0
A Kiss Before Dying,Kate William;Francine Pascal,Juvenile Fiction,1996.0,3.68,197.0,261.0
Adam's Fall,Sandra Brown,Fiction,1994.0,3.74,208.0,3002.0
Happily Ever After,Kate William;Francine Pascal,Juvenile Fiction,1997.0,3.6,199.0,242.0
Heaven's Price,Sandra Brown,Fiction,1995.0,3.54,240.0,1762.0
The Rise of Endymion,Dan Simmons,Fiction,1998.0,4.17,709.0,34995.0
The Martians,Kim Stanley Robinson,Fiction,2000.0,3.56,434.0,1434.0
Shadows of the Empire,Steve Perry,Fiction,1997.0,3.82,385.0,14093.0
Floaters,Joseph Wambaugh,Fiction,1997.0,3.5,291.0,548.0
Tidings of Great Joy,Sandra Brown,Fiction,1999.0,3.63,231.0,1656.0
Send No Flowers,Sandra Brown,Fiction,2000.0,3.56,225.0,2551.0
The Rana Look,Sandra Brown,Fiction,2003.0,3.5,256.0,2364.0
Sunny Chandler's Return,Sandra Brown,Fiction,2004.0,3.59,256.0,2855.0
Legacy of the Darksword,Margaret Weis;Tracy Hickman,Fiction,1998.0,3.46,400.0,133.0
Fear Nothing,Dean Ray Koontz,Fiction,1998.0,3.99,448.0,30848.0
Reave the Just and Other Tales,Stephen R. Donaldson,Fiction,2000.0,3.9,486.0,1104.0
Dune,Brian Herbert;Kevin J. Anderson,Fiction,2002.0,3.67,667.0,11952.0
Passage,Connie Willis,Fiction,2002.0,3.69,780.0,7177.0
The Truelove Bride,Shana Abé,Fiction,1999.0,3.66,357.0,374.0
The Secret Swan,Shana Abé,Fiction,2001.0,3.66,393.0,681.0
A Feast for Crows,George R. R. Martin,Fiction,2006.0,4.13,1061.0,491147.0
Icebound,Dean Koontz,Fiction,2000.0,3.76,408.0,16801.0
Intensity,Dean Ray Koontz,Fiction,2000.0,4.04,436.0,62698.0
Death of a Blue Movie Star,Jeffery Deaver,Fiction,2000.0,3.52,336.0,1159.0
Legacy of the Dead,Charles Todd,Fiction,2001.0,4.15,356.0,3906.0
Watchers of Time,Charles Todd,Fiction,2002.0,3.98,421.0,3045.0
A Fearsome Doubt,Charles Todd,Fiction,2003.0,4.04,384.0,2656.0
Hard News,Jeffery Deaver,Fiction,2001.0,3.46,304.0,945.0
The Face,Dean Ray Koontz,Fiction,2003.0,3.7,649.0,18321.0
The Taking,Dean Ray Koontz,Fiction,2005.0,3.78,410.0,31794.0
Forty Signs of Rain,Kim Stanley Robinson,Fiction,2005.0,3.54,393.0,2956.0
A Cold Treachery,Charles Todd,Fiction,2005.0,4.14,416.0,2830.0
Industrial Magic,Kelley Armstrong,Fiction,2004.0,4.13,528.0,757.0
Haunted,Kelley Armstrong,Fiction,2005.0,4.09,495.0,21181.0
Prince of the Blood,Raymond E. Feist,Fiction,2005.0,3.97,429.0,18852.0
Exit Strategy,Kelley Armstrong,Fiction,2007.0,3.88,480.0,6043.0
Velocity,Dean Ray Koontz,Fiction,2005.0,3.86,460.0,51746.0
Forever Odd,Dean Ray Koontz,Fiction,2006.0,3.97,364.0,59417.0
Public Secrets,Nora Roberts,Fiction,2006.0,4.02,481.0,10769.0
"I, Robot",Isaac Asimov,Fiction,2004.0,4.19,224.0,225145.0
The Husband,Dean Ray Koontz,Fiction,2006.0,3.81,400.0,38265.0
The Dream Thief,Shana Abé,Fiction,2006.0,3.83,288.0,179.0
The Real Thing,Tom Stoppard,Drama,1984.0,3.94,112.0,3469.0
Tom Stoppard: Plays 5,Tom Stoppard,Drama,1999.0,4.3,608.0,548.0
A Pale View of Hills,Kazuo Ishiguro,Fiction,2005.0,3.73,183.0,11763.0
The Unconsoled,Kazuo Ishiguro,Fiction,2005.0,3.53,535.0,7083.0
Worlds,Joe Haldeman,Fiction,2002.0,3.51,240.0,39.0
The Hyperion Omnibus,Dan Simmons,Fiction,2004.0,4.42,779.0,2490.0
The Firm,John Grisham,Fiction,1999.0,4.0,76.0,522946.0
The Caves of Steel,Isaac Asimov,Fiction,1993.0,4.16,206.0,59865.0
The Curse of the Mistwraith,Janny Wurts,Fiction,2004.0,3.76,830.0,4528.0
Something Fishy at Macdonald Hall,Gordon Korman,Juvenile Fiction,2000.0,4.04,208.0,901.0
Radio Fifth Grade,Gordon Korman,Juvenile Fiction,1991.0,3.55,192.0,509.0
Vampires Don't Wear Polka Dots,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1990.0,3.8,80.0,6834.0
Werewolves Don't Go to Summer Camp,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1991.0,3.83,96.0,2119.0
Angels Don't Know Karate,Debbie Dadey;Marcia Thornton Jones,Juvenile Fiction,1996.0,3.8,67.0,727.0
Wanted!,Caroline B. Cooney,Juvenile Fiction,1997.0,3.68,230.0,1924.0
Firedrake,Richard A. Knaak,Fiction,2000.0,3.78,276.0,619.0
Theater Shoes,Noel Streatfeild,Juvenile Fiction,1994.0,4.02,252.0,82.0
The Princess Diaries,Meg Cabot,Juvenile Fiction,2001.0,3.78,283.0,210665.0
East of Eden,John Steinbeck,Fiction,1992.0,4.37,602.0,34.0
The Two Towers,John Ronald Reuel Tolkien,Fiction,1994.0,4.44,328.0,7687.0
Farmer Giles of Ham,John Ronald Reuel Tolkien,Fiction,1999.0,3.84,127.0,5221.0
Baumgartner's Bombay,Anita Desai,Fiction,2000.0,3.47,240.0,648.0
The 42nd Parallel,John Dos Passos,Fiction,2000.0,3.82,326.0,5052.0
Nineteen Nineteen,John Dos Passos,Fiction,2000.0,4.0,400.0,2063.0
The Big Money,John Dos Passos,Fiction,2000.0,4.04,464.0,2003.0
Clear Light of Day,Anita Desai,Fiction,2000.0,3.68,183.0,2169.0
Chimera,John Barth,Fiction,2001.0,3.73,308.0,1727.0
The Lord of the Rings,J. R. R. Tolkien,Fiction,2001.0,4.49,1223.0,216.0
Inventing America,Garry Wills,History,2002.0,3.92,432.0,151.0
The Lord of the Rings,Jude Fisher,Fiction,2002.0,4.51,72.0,4501.0
"The Hobbit, Or, There and Back Again",John Ronald Reuel Tolkien,Juvenile Fiction,2001.0,4.26,366.0,2364968.0
The Lord of the Rings,John Ronald Reuel Tolkien,Fiction,2002.0,4.49,1216.0,1606.0
The Fellowship of the Ring,J. R. R. Tolkien,Fiction,2003.0,4.35,398.0,2009749.0
Dunk,David Lubar,Juvenile Fiction,2004.0,3.8,272.0,888.0
The Lord of the Rings Complete Visual Companion,Jude Fisher,Fiction,2004.0,4.5,224.0,343.0
The Two Towers,John Ronald Reuel Tolkien,Fiction,2004.0,4.44,413.0,2197.0
Gossamer,Lois Lowry,Juvenile Fiction,2006.0,3.89,144.0,13463.0
Children of Húrin,John Ronald Reuel Tolkien,Fiction,2007.0,3.97,313.0,2612.0
Swapping Lives,Jane Green,Fiction,2005.0,3.58,410.0,24212.0
The Roald Dahl Treasury,Roald Dahl,Juvenile Fiction,2003.0,4.43,448.0,2091.0
Helen of Troy,Margaret George,Fiction,2006.0,3.92,611.0,8104.0
Dust,Martha Grimes,Fiction,2007.0,3.64,342.0,2532.0
Death of a Salesman,Arthur Miller,Fiction,1967.0,3.5,139.0,1197.0
Haroun and the Sea of Stories,Salman Rushdie,Fiction,1999.0,4.01,224.0,21536.0
The Law of Enclosures,Dale Peck,Fiction,1997.0,3.65,320.0,73.0
You Belong To Me,Mary Higgins Clark,Fiction,1999.0,3.86,384.0,20406.0
My Gal Sunday,Mary Higgins Clark,Fiction,2003.0,3.57,206.0,5220.0
The Tenth Man,Graham Greene,Fiction,1998.0,3.72,160.0,2769.0
Morgan's Run,Colleen McCullough,Fiction,2002.0,3.94,848.0,3394.0
The October Horse,Colleen McCullough,Fiction,2003.0,4.28,1110.0,4186.0
Bag of Bones,Stephen King,Fiction,1999.0,3.89,736.0,147964.0
The Empty Chair,Jeffery Deaver,Fiction,2001.0,4.07,512.0,448.0
Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,Fiction,1998.0,3.88,544.0,2001.0
All Through the Night,Mary Higgins Clark,Fiction,1999.0,3.7,256.0,6116.0
Carrie,Stephen King,Fiction,2002.0,3.95,253.0,2663.0
Salem's Lot,Stephen King,Fiction,1999.0,4.01,631.0,3386.0
The Living Blood,Tananarive Due,Fiction,2002.0,4.33,515.0,1777.0
Diablo: Legacy of Blood,Richard A. Knaak,Fiction,2001.0,3.77,355.0,2039.0
The Girl Who Loved Tom Gordon,Stephen King,Fiction,1999.0,3.58,264.0,1962.0
Venice: Lion City,Garry Wills,History,2002.0,3.74,416.0,121.0
Guilty as Charged,Scott Turow,Fiction,1996.0,3.76,10.0,147.0
The Night Awakens,Mary Higgins Clark,Fiction,2000.0,3.5,303.0,158.0
Sharp Edges,Jayne Ann Krentz,Fiction,1998.0,3.86,368.0,2794.0
Harvest,Tess Gerritsen,Fiction,1997.0,4.1,368.0,15234.0
Life Support,Tess Gerritsen,Fiction,1998.0,3.99,400.0,10757.0
The Man Who Sold The Moon,Robert A. Heinlein,Fiction,2000.0,3.9,295.0,8933.0
Ghost Story,Peter Straub,Fiction,1989.0,3.95,567.0,59658.0
Cyclops,Clive Cussler,Fiction,1989.0,3.87,473.0,11445.0
Wolf's Hour,Robert McCammon,Fiction,1990.0,4.05,603.0,8478.0
Second Ring of Power,Carlos Castaneda,Fiction,1991.0,4.02,328.0,2692.0
Power of Silence,Carlos Castaneda,Fiction,1991.0,4.21,288.0,2189.0
Tales of Power,Carlos Castaneda,Fiction,1992.0,4.15,304.0,4405.0
STINGER,Robert McCammon,Fiction,1988.0,3.87,538.0,5715.0
Swan Song,Robert McCammon,Fiction,1987.0,4.28,956.0,44348.0
Long Dark Tea-Time of the Soul,Douglas Adams,Fiction,1990.0,4.06,307.0,65988.0
Boy's Life,Robert McCammon,Fiction,1992.0,4.35,580.0,17365.0
Star Trek: The Next Generation: Nightshade,Laurell K. Hamilton,Fiction,1992.0,3.48,276.0,1139.0
End zone,Don DeLillo,Fiction,1973.0,3.64,200.0,2099.0
Lincoln at Gettysburg,Garry Wills,History,1992.0,4.13,317.0,119.0
Forever After,Roger Zelazny,Fiction,1995.0,3.71,291.0,232.0
Berserkers,Fred Saberhagen,Fiction,1998.0,3.73,377.0,226.0
Crime and Punishment,Fyodor Dostoyevsky,Fiction,1993.0,4.2,564.0,6890.0
Selected Short Stories of William Faulkner,William Faulkner,Fiction,1993.0,4.09,320.0,1001.0
The Sword of Honour Trilogy,Evelyn Waugh,Fiction,1994.0,4.24,711.0,1068.0
Rabbit Angstrom,John Updike,Fiction,1995.0,4.26,1520.0,1492.0
Swann's Way,Marcel Proust,Fiction,1992.0,4.14,640.0,247.0
The Sound and the Fury,William Faulkner,Fiction,1992.0,3.86,368.0,495.0
"Blood Meridian, Or, The Evening Redness in the West",Cormac McCarthy,Fiction,2001.0,4.18,351.0,1206.0
"In Search of Lost Time, Volume IV",Marcel Proust,Fiction,2000.0,,,
The Murders in the Rue Morgue,Edgar Allan Poe,Fiction,2006.0,3.87,160.0,5994.0
The Fall,Albert Camus,Fiction,1956.0,4.05,147.0,50175.0
Where I'm Calling from,Raymond Carver,Fiction,1989.0,4.42,544.0,17969.0
Running Dog,Don DeLillo,Fiction,1989.0,3.42,256.0,1285.0
The Names,Don DeLillo,Fiction,1989.0,3.64,339.0,2990.0
What We Talk about when We Talk about Love,Raymond Carver,Fiction,1989.0,4.18,159.0,34613.0
Lolita,Vladimir Vladimirovich Nabokov,Fiction,1997.0,3.89,317.0,18462.0
Cathedral,Raymond Carver,Fiction,1989.0,4.29,230.0,21140.0
"Ada, Or, Ardor, a Family Chronicle",Vladimir Vladimirovich Nabokov,Fiction,1990.0,4.14,604.0,7620.0
The Best of Roald Dahl,Roald Dahl,Fiction,1990.0,4.38,520.0,6067.0
The Stories of Vladimir Nabokov,Vladimir Vladimirovich Nabokov,Fiction,1995.0,4.3,685.0,5766.0
"Go Down, Moses",William Faulkner,Fiction,1942.0,3.93,365.0,8097.0
Light in August,William Faulkner,Fiction,1985.0,3.94,507.0,46181.0
Shoot the Piano Player,David Goodis,Fiction,1990.0,4.02,158.0,2691.0
The Woman in the Dunes,Kōbō Abe,Fiction,1964.0,3.91,241.0,13984.0
Success,Martin Amis,Fiction,1991.0,3.66,224.0,2150.0
Dead Babies,Martin Amis,Fiction,1975.0,3.36,206.0,5652.0
Crime and Punishment,Fyodor Dostoyevsky,Fiction,1993.0,4.2,564.0,7163.0
American Psycho,Bret Easton Ellis,Fiction,1991.0,3.82,399.0,193100.0
The Unconsoled,Kazuo Ishiguro,Fiction,1996.0,3.53,535.0,560.0
The Hamlet,William Faulkner,Fiction,1991.0,3.87,409.0,4082.0
Athena,John Banville,Fiction,1996.0,3.65,240.0,379.0
Written on the Body,Jeanette Winterson,Fiction,1994.0,4.07,192.0,20182.0
The grass harp,Truman Capote,Fiction,1993.0,4.01,272.0,4451.0
"Other Voices, Other Rooms",Truman Capote,Fiction,1994.0,3.81,232.0,10212.0
Sanctuary,William Faulkner,Fiction,1993.0,3.64,317.0,8999.0
The Great American Novel,Philip Roth,Fiction,1973.0,3.64,416.0,174.0
The Comfort of Strangers,Ian McEwan,Fiction,2002.0,3.42,128.0,10331.0
The Son Avenger,Sigrid Undset,Fiction,1995.0,4.39,288.0,257.0
When She was Good,Philip Roth,Fiction,1995.0,3.53,320.0,1639.0
Snow Country,Yasunari Kawabata,Fiction,1996.0,3.68,175.0,12085.0
Beauty and Sadness,Yasunari Kawabata,Fiction,1996.0,3.86,206.0,4649.0
Blues for Mister Charlie,James Baldwin,Drama,1995.0,4.12,144.0,1131.0
Art & Lies,Jeanette Winterson,Fiction,1996.0,3.87,240.0,3407.0
"Resistance, Rebellion, and Death",Albert Camus,Fiction,1961.0,4.2,288.0,2356.0
Letting Go,Philip Roth,Fiction,1997.0,3.69,630.0,1053.0
"South of the Border, West of the Sun",Haruki Murakami,Fiction,2000.0,3.87,213.0,3650.0
The Untouchable,John Banville,Fiction,1998.0,3.96,367.0,2077.0
The Rules of Attraction,Bret Easton Ellis,Fiction,1998.0,3.7,283.0,32277.0
Less Than Zero,Bret Easton Ellis,Fiction,1998.0,3.58,208.0,51555.0
Shalimar the Clown,Salman Rushdie,Fiction,2006.0,3.87,398.0,11110.0
In the Hand of the Goddess,Tamora Pierce,Juvenile Fiction,1997.0,4.25,209.0,1432.0
Junie B. Jones and a Little Monkey Business,Barbara Park,Juvenile Fiction,1993.0,3.98,68.0,10723.0
Ballet Shoes,Noel Streatfeild,Juvenile Fiction,1993.0,4.07,233.0,28222.0
"Dear God, Help!!! Love, Earl",Barbara Park,Juvenile Fiction,1994.0,3.95,144.0,36.0
Theater Shoes,Noel Streatfeild,Juvenile Fiction,1994.0,4.02,272.0,4388.0
Daisy-head Mayzie,Dr. Seuss,Juvenile Fiction,1994.0,3.86,56.0,3128.0
Dr. Seuss's ABC,Dr. Seuss,Juvenile Fiction,1996.0,4.08,21.0,27135.0
The Lorax,Dr. Seuss,Juvenile Fiction,1998.0,4.35,72.0,245819.0
Earthquake in the Early Morning,Mary Pope Osborne,Juvenile Fiction,2001.0,3.93,96.0,6580.0
The Cat in the Hat,Dr. Seuss,Juvenile Fiction,1997.0,4.16,61.0,290.0
The More Than Complete Hitchhiker's Guide,Douglas Adams,Fiction,1987.0,4.58,624.0,424.0
"The Metamorphosis, in the Penal Colony and Other Stories",Franz Kafka,Fiction,2000.0,4.04,352.0,13610.0
The Pat Hobby Stories,F. Scott Fitzgerald,Fiction,1995.0,3.58,192.0,889.0
The Short Stories of F. Scott Fitzgerald,F. Scott Fitzgerald,Fiction,1995.0,4.23,775.0,903.0
The Garden of Eden,Ernest Hemingway,Fiction,1995.0,3.73,248.0,14366.0
The Sun Also Rises,Ernest Hemingway,Fiction,1996.0,3.82,222.0,1599.0
Good as Gold,Joseph Heller,Fiction,1997.0,3.36,445.0,2548.0
Something Happened,Joseph Heller,Fiction,1974.0,3.52,576.0,5983.0
God Knows,Joseph Heller,Fiction,1997.0,3.8,368.0,2896.0
The Complete Short Stories Of Ernest Hemingway,Ernest Hemingway,Fiction,1998.0,4.29,650.0,29556.0
Across the River and Into the Trees,Ernest Hemingway,Fiction,1998.0,3.34,272.0,5269.0
Underworld,Don DeLillo,Fiction,1998.0,3.92,827.0,1471.0
Close Range,Annie Proulx,Fiction,2000.0,3.99,285.0,12219.0
To Have and Have Not,Ernest Hemingway,Fiction,1999.0,3.56,176.0,18450.0
Of Time and the River,Thomas Wolfe,Fiction,1999.0,4.19,896.0,751.0
Picture This,Joseph Heller,Fiction,2000.0,3.68,352.0,1184.0
The Merlin Trilogy,Mary Stewart,Fiction,1980.0,4.39,928.0,4040.0
The first man in Rome,Colleen McCullough,Fiction,1990.0,4.1,896.0,294.0
Behind a Mask,Louisa May Alcott,Fiction,1997.0,3.76,281.0,1019.0
A Child's Garden of Verses,Robert Louis Stevenson,Juvenile Fiction,1999.0,4.3,67.0,21780.0
The Tombs of Atuan,Ursula K. Le Guin,Fiction,2001.0,4.09,180.0,69119.0
"Sagwa, The Chinese Siamese Cat",Amy Tan,Juvenile Fiction,2001.0,4.02,40.0,967.0
Who Wants a Cheap Rhinoceros?,Shel Silverstein,Juvenile Fiction,2002.0,3.96,64.0,1857.0
Rash,Pete Hautman,Juvenile Fiction,2006.0,3.75,256.0,2927.0
Invisible,Pete Hautman,Juvenile Fiction,2006.0,3.84,160.0,2269.0
Alanna,Tamora Pierce,Juvenile Fiction,2005.0,4.27,274.0,96683.0
The Woman Who Rides Like a Man,Tamora Pierce,Juvenile Fiction,2005.0,4.21,284.0,58610.0
The Chronicles of Narnia CD Box Set,C. S. Lewis,Juvenile Fiction,2004.0,4.26,31.0,198.0
Banker,Dick Francis,Fiction,2000.0,4.04,288.0,2984.0
Night fall,Nelson DeMille,Fiction,2004.0,4.09,773.0,28.0
The Most Of P.G. Wodehouse,P.G. Wodehouse,Fiction,2000.0,4.49,701.0,1845.0
"How Right You Are, Jeeves",P.G. Wodehouse,Fiction,2000.0,4.17,206.0,2690.0
Jeeves And The Tie That Binds,P.G. Wodehouse,Fiction,2000.0,4.23,205.0,2717.0
The Body Artist,Don DeLillo,Fiction,2002.0,3.24,128.0,6943.0
The Skull Beneath the Skin,P. D. James,Fiction,1982.0,3.8,352.0,4707.0
The Other Boleyn Girl,Philippa Gregory,Fiction,2001.0,4.05,661.0,408775.0
